PID,SalePrice,Living Area Sqft,Lot Frontage,Bldg Type,Bedroom,Total Full Baths,MS Zoning,Street,Alley,Utilities
907260010,255900.0,2290.0,,1Fam,4,2.0,RL,Pave,,AllPub
905425125,240000.0,2358.0,75.0,1Fam,5,3.0,RL,Pave,,AllPub
907250030,318000.0,1978.0,80.0,1Fam,3,3.0,RL,Pave,,AllPub
528290090,176000.0,1414.0,,1Fam,3,2.0,RL,Pave,,AllPub
527452150,140000.0,1069.0,53.0,TwnhsE,2,2.0,RL,Pave,,AllPub
528120130,379000.0,2331.0,102.0,1Fam,3,3.0,RL,Pave,,AllPub
528118110,300000.0,2206.0,120.0,1Fam,4,2.0,RL,Pave,,AllPub
535403210,135000.0,1105.0,90.0,1Fam,3,1.0,RL,Pave,,AllPub
535453210,155000.0,1269.0,70.0,1Fam,3,1.0,RL,Pave,,AllPub
916253320,330000.0,1502.0,,TwnhsE,1,2.0,RM,Pave,,AllPub
531382110,163000.0,1680.0,50.0,1Fam,3,2.0,RL,Pave,,AllPub
535353160,138000.0,1544.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
535454050,87500.0,1040.0,,Duplex,2,2.0,RL,Pave,,AllPub
903231050,113000.0,884.0,51.0,1Fam,2,1.0,RM,Pave,,AllPub
910201130,120000.0,1090.0,60.0,1Fam,3,1.0,RM,Pave,,AllPub
923202105,173500.0,1430.0,93.0,1Fam,3,2.0,RL,Pave,,AllPub
528218010,181755.0,1496.0,59.0,1Fam,3,3.0,RL,Pave,,AllPub
532351090,125000.0,1728.0,70.0,Duplex,6,3.0,RM,Pave,,AllPub
923225370,94900.0,988.0,21.0,Twnhs,1,2.0,RM,Pave,,AllPub
528294010,185000.0,1644.0,59.0,1Fam,3,2.0,RL,Pave,,AllPub
904100190,88750.0,704.0,50.0,1Fam,2,1.0,RL,Pave,,AllPub
907410110,212900.0,1552.0,84.0,1Fam,3,2.0,RL,Pave,,AllPub
533350050,385000.0,1842.0,68.0,1Fam,0,2.0,RL,Pave,,AllPub
905377050,109900.0,1242.0,84.0,1Fam,2,1.0,RL,Pave,,AllPub
534127260,164000.0,1295.0,130.0,1Fam,3,2.0,RL,Pave,,AllPub
902204120,139000.0,1566.0,50.0,1Fam,5,1.0,RM,Pave,,AllPub
534176140,158500.0,1093.0,88.0,1Fam,3,3.0,RL,Pave,,AllPub
533208020,194000.0,1352.0,40.0,TwnhsE,2,3.0,FV,Pave,Pave,AllPub
527353080,197000.0,1725.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
914476450,228500.0,1689.0,74.0,1Fam,3,3.0,RL,Pave,,AllPub
531385070,179000.0,1349.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
535402220,159000.0,1734.0,77.0,1Fam,3,1.0,RL,Pave,,AllPub
902135020,93000.0,936.0,60.0,2fmCon,2,1.0,RM,Pave,Pave,AllPub
528186190,221370.0,1324.0,48.0,TwnhsE,2,2.0,RL,Pave,,AllPub
535478110,124000.0,1025.0,70.0,2fmCon,3,2.0,RL,Pave,,AllPub
528228295,175900.0,1569.0,51.0,TwnhsE,1,2.0,RL,Pave,,AllPub
528477080,254900.0,1947.0,100.0,1Fam,3,2.0,FV,Pave,,AllPub
905109170,270000.0,1483.0,,1Fam,1,2.0,RL,Pave,,AllPub
907262050,237000.0,1829.0,44.0,1Fam,3,3.0,RL,Pave,,AllPub
903425270,90000.0,1316.0,60.0,1Fam,4,1.0,RL,Pave,,AllPub
909475020,223000.0,1844.0,,1Fam,3,3.0,RL,Pave,,AllPub
902202150,93000.0,1387.0,50.0,2fmCon,3,2.0,RM,Pave,,AllPub
905201030,85000.0,756.0,94.0,1Fam,2,1.0,RL,Pave,,AllPub
533236060,170000.0,1586.0,24.0,Twnhs,3,3.0,FV,Pave,Pave,AllPub
534403420,147000.0,1374.0,,1Fam,3,1.0,RL,Pave,,AllPub
903456060,91000.0,1077.0,60.0,1Fam,3,1.0,RM,Pave,,AllPub
902400110,475000.0,3608.0,90.0,1Fam,4,2.0,RM,Pave,,AllPub
906394010,209700.0,1809.0,91.0,1Fam,3,2.0,RL,Pave,,AllPub
908275300,144500.0,1526.0,68.0,1Fam,4,1.0,RL,Pave,,AllPub
535426260,157000.0,1253.0,,1Fam,2,2.0,RL,Pave,,AllPub
528166060,386250.0,2392.0,103.0,1Fam,3,2.0,RL,Pave,,AllPub
907412040,186500.0,1445.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
906204180,209000.0,2559.0,88.0,1Fam,4,2.0,RL,Pave,,AllPub
534129040,218500.0,1829.0,,1Fam,4,3.0,RL,Pave,,AllPub
532377050,145000.0,1040.0,84.0,1Fam,3,2.0,RL,Pave,,AllPub
909251170,137450.0,1608.0,51.0,1Fam,3,2.0,RL,Pave,,AllPub
902134120,103000.0,1447.0,56.0,1Fam,3,1.0,RM,Pave,Grvl,AllPub
528240060,184100.0,1419.0,,1Fam,3,3.0,RL,Pave,,AllPub
528427070,214000.0,1933.0,86.0,1Fam,4,2.0,RL,Pave,,AllPub
528327010,405000.0,2855.0,,1Fam,4,3.0,RL,Pave,,AllPub
528348030,252000.0,2385.0,83.0,1Fam,4,2.0,RL,Pave,,AllPub
533217050,160000.0,1252.0,24.0,Twnhs,2,3.0,FV,Pave,Pave,AllPub
916386090,269500.0,1968.0,92.0,1Fam,4,2.0,RL,Pave,,AllPub
923251180,131000.0,1224.0,160.0,1Fam,4,2.0,RL,Pave,,AllPub
535454100,133500.0,1461.0,60.0,1Fam,4,2.0,RL,Pave,,AllPub
532354090,148000.0,1155.0,88.0,1Fam,3,2.0,RL,Pave,,AllPub
905475160,125000.0,1089.0,62.0,1Fam,3,2.0,RL,Pave,,AllPub
534202130,147000.0,912.0,72.0,1Fam,2,2.0,RL,Pave,,AllPub
534152050,205000.0,1610.0,,1Fam,3,3.0,RL,Pave,,AllPub
916477020,305000.0,2262.0,85.0,1Fam,4,3.0,RL,Pave,,AllPub
916176125,375000.0,2036.0,150.0,1Fam,3,4.0,RL,Pave,,AllPub
903401030,162500.0,1716.0,60.0,1Fam,4,2.0,RL,Pave,Pave,AllPub
535180020,153000.0,1124.0,72.0,1Fam,3,2.0,RL,Pave,,AllPub
527402200,149000.0,1004.0,,1Fam,2,2.0,RL,Pave,,AllPub
535325130,127000.0,1145.0,55.0,1Fam,3,1.0,RL,Pave,,AllPub
528222050,156932.0,1412.0,73.0,1Fam,3,2.0,RL,Pave,,AllPub
528116030,326000.0,1850.0,98.0,1Fam,3,3.0,RL,Pave,,AllPub
528326060,248000.0,2285.0,,1Fam,4,2.0,RL,Pave,,AllPub
902128100,116000.0,1118.0,40.0,1Fam,2,1.0,RM,Pave,,AllPub
527451180,96000.0,987.0,21.0,Twnhs,2,1.0,RM,Pave,,AllPub
903201030,138000.0,1143.0,55.0,1Fam,2,1.0,RL,Pave,,AllPub
534403050,145000.0,1092.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
921126010,283463.0,1776.0,93.0,1Fam,3,3.0,RL,Pave,,AllPub
526354070,206900.0,2112.0,85.0,1Fam,4,2.0,RL,Pave,,AllPub
906426210,233500.0,1759.0,,1Fam,3,3.0,RL,Pave,,AllPub
902325160,79000.0,1440.0,63.0,1Fam,3,1.0,RM,Pave,,AllPub
528228360,246990.0,1511.0,,TwnhsE,2,3.0,RL,Pave,,AllPub
534275060,141500.0,894.0,60.0,1Fam,2,2.0,RL,Pave,,AllPub
902101050,135000.0,1668.0,60.0,1Fam,3,2.0,RM,Pave,Grvl,AllPub
535152150,165500.0,1700.0,70.0,1Fam,4,1.0,RL,Pave,,AllPub
531376090,224243.0,1450.0,61.0,1Fam,2,2.0,RL,Pave,,AllPub
527453010,155000.0,1548.0,24.0,TwnhsE,3,3.0,RL,Pave,,AllPub
531452100,151000.0,1217.0,50.0,TwnhsE,2,2.0,RL,Pave,,AllPub
527325070,272000.0,2872.0,,1Fam,4,3.0,RL,Pave,,AllPub
909451130,123900.0,1045.0,24.0,Twnhs,2,1.0,RM,Pave,,AllPub
916125425,228950.0,1786.0,,2fmCon,3,4.0,RL,Grvl,,AllPub
907180040,204750.0,1786.0,69.0,1Fam,3,3.0,RL,Pave,,AllPub
535381060,105000.0,1214.0,60.0,1Fam,3,1.0,RL,Pave,Grvl,AllPub
528315070,286000.0,1976.0,84.0,1Fam,3,3.0,RL,Pave,,AllPub
527451640,118000.0,987.0,21.0,Twnhs,2,1.0,RM,Pave,,AllPub
527108040,239900.0,1801.0,72.0,1Fam,3,2.0,RL,Pave,,AllPub
903230100,100000.0,1301.0,60.0,1Fam,2,1.0,RM,Pave,,AllPub
528186080,266000.0,1684.0,63.0,TwnhsE,2,2.0,RL,Pave,,AllPub
528150120,354000.0,2468.0,99.0,1Fam,4,3.0,RL,Pave,,AllPub
907203060,112500.0,882.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
909277070,110000.0,1374.0,,1Fam,3,1.0,RL,Pave,Grvl,AllPub
903226150,119000.0,949.0,50.0,1Fam,2,1.0,RM,Pave,,AllPub
902201140,147000.0,1122.0,100.0,1Fam,2,2.0,RM,Pave,,AllPub
908275110,103500.0,1560.0,70.0,1Fam,2,1.0,RL,Pave,,AllPub
909253080,167000.0,1636.0,54.0,1Fam,4,1.0,RL,Pave,,AllPub
534175010,136905.0,1680.0,,Duplex,4,2.0,RL,Pave,,AllPub
909475070,200624.0,2515.0,,1Fam,4,4.0,RL,Pave,,AllPub
909451020,116500.0,1032.0,24.0,Twnhs,2,1.0,RM,Pave,,AllPub
923400125,132000.0,970.0,62.0,1Fam,3,1.0,RL,Pave,,AllPub
910203020,120500.0,778.0,71.0,1Fam,2,1.0,RM,Pave,,AllPub
534278170,137500.0,964.0,76.0,1Fam,3,1.0,RL,Pave,,AllPub
528280180,226750.0,1892.0,71.0,1Fam,3,2.0,RL,Pave,,AllPub
534479150,112900.0,1036.0,63.0,1Fam,3,1.0,RL,Pave,,AllPub
528221050,203000.0,1326.0,88.0,1Fam,3,3.0,RL,Pave,,AllPub
533352075,190000.0,2620.0,,Duplex,4,2.0,RL,Pave,,AllPub
527325110,190000.0,1969.0,92.0,1Fam,3,2.0,RL,Pave,,AllPub
907131070,193000.0,1425.0,,1Fam,3,3.0,RL,Pave,,AllPub
909281110,257076.0,1873.0,100.0,1Fam,4,1.0,RL,Pave,,AllPub
905453080,308030.0,1508.0,44.0,1Fam,1,2.0,RL,Pave,,AllPub
526352080,167300.0,1587.0,85.0,1Fam,3,2.0,RL,Pave,,AllPub
914478110,170000.0,2048.0,,Duplex,5,3.0,RL,Pave,,AllPub
533223100,147110.0,1080.0,,TwnhsE,2,2.0,FV,Pave,,AllPub
535382100,156500.0,1690.0,60.0,1Fam,4,2.0,RL,Pave,,AllPub
527108060,309000.0,2212.0,42.0,1Fam,3,3.0,RL,Pave,,AllPub
526355190,268000.0,2217.0,95.0,1Fam,4,3.0,RL,Pave,,AllPub
907270040,267000.0,2452.0,66.0,1Fam,4,2.0,RL,Pave,,AllPub
535376010,103200.0,882.0,55.0,1Fam,1,1.0,RL,Pave,,AllPub
908102050,108000.0,1126.0,67.0,1Fam,2,2.0,RL,Pave,,AllPub
528218020,176000.0,1536.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
528221040,198444.0,1746.0,63.0,1Fam,3,3.0,RL,Pave,,AllPub
531477040,144000.0,2020.0,60.0,Duplex,4,2.0,RH,Pave,,AllPub
534426040,145500.0,1053.0,72.0,1Fam,3,2.0,RL,Pave,,AllPub
528292040,181000.0,1675.0,,1Fam,3,2.0,RL,Pave,,AllPub
534252110,139900.0,1422.0,,1Fam,3,1.0,RL,Pave,,AllPub
535476110,145000.0,941.0,75.0,Duplex,2,2.0,RL,Pave,,AllPub
528240130,185088.0,1733.0,63.0,1Fam,3,2.0,RL,Pave,,AllPub
916403250,213500.0,1479.0,125.0,1Fam,3,4.0,RL,Pave,,AllPub
535425050,157500.0,1472.0,86.0,1Fam,2,2.0,RL,Pave,,AllPub
535402140,172000.0,1651.0,93.0,1Fam,4,2.0,RL,Pave,,AllPub
909452050,208000.0,1982.0,,1Fam,3,3.0,RL,Pave,,AllPub
533213130,176500.0,1501.0,24.0,Twnhs,3,3.0,FV,Pave,Pave,AllPub
907290020,274300.0,2097.0,75.0,1Fam,3,3.0,RL,Pave,,AllPub
914465055,240000.0,1710.0,43.0,1Fam,3,2.0,RL,Pave,,AllPub
534400060,180500.0,1425.0,100.0,1Fam,3,2.0,RL,Pave,,AllPub
907192020,190550.0,1690.0,68.0,1Fam,3,2.0,RL,Pave,,AllPub
905101100,94000.0,1020.0,54.0,1Fam,2,1.0,RL,Pave,,AllPub
903458170,103000.0,1208.0,52.0,1Fam,2,1.0,RM,Pave,Grvl,AllPub
908228040,104900.0,1221.0,60.0,1Fam,4,2.0,RL,Pave,,AllPub
535152200,136500.0,1176.0,74.0,1Fam,3,2.0,RL,Pave,,AllPub
909251030,136500.0,1422.0,54.0,1Fam,3,1.0,RL,Pave,,AllPub
533253070,211500.0,1226.0,61.0,TwnhsE,1,2.0,RL,Pave,,AllPub
908102160,118500.0,936.0,75.0,1Fam,2,2.0,RL,Pave,,AllPub
907196050,223500.0,1786.0,68.0,1Fam,3,3.0,RL,Pave,,AllPub
535327200,132000.0,928.0,70.0,1Fam,2,1.0,RL,Pave,,AllPub
906392070,194500.0,1232.0,64.0,1Fam,2,3.0,RL,Pave,,AllPub
535180100,136000.0,1080.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
534428020,141000.0,1100.0,,1Fam,3,2.0,RL,Pave,,AllPub
532376090,143900.0,1696.0,40.0,1Fam,3,1.0,RL,Pave,,AllPub
528435060,248328.0,1689.0,83.0,1Fam,3,2.0,RL,Pave,,AllPub
535383110,106000.0,846.0,60.0,1Fam,2,1.0,RL,Pave,Grvl,AllPub
528235130,178000.0,1414.0,74.0,1Fam,3,2.0,RL,Pave,,AllPub
528186090,277500.0,1561.0,60.0,TwnhsE,2,3.0,RL,Pave,,AllPub
532476050,260000.0,2646.0,100.0,1Fam,3,3.0,RL,Pave,,AllPub
910226060,139000.0,1638.0,75.0,1Fam,4,2.0,RM,Pave,,AllPub
905108120,157000.0,1949.0,75.0,Duplex,6,2.0,RL,Pave,,AllPub
527250040,145000.0,1056.0,100.0,2fmCon,3,2.0,RL,Pave,,AllPub
905226050,112000.0,1416.0,,1Fam,3,2.0,RL,Pave,,AllPub
535425060,186000.0,1312.0,76.0,1Fam,3,1.0,RL,Pave,,AllPub
534204120,156000.0,1073.0,79.0,1Fam,3,2.0,RL,Pave,,AllPub
527355280,207500.0,1686.0,79.0,1Fam,3,3.0,RL,Pave,,AllPub
528106070,325000.0,1652.0,108.0,1Fam,2,3.0,RL,Pave,,AllPub
909276110,177500.0,1494.0,,1Fam,3,1.0,RL,Pave,,AllPub
902477130,44000.0,797.0,72.0,1Fam,2,1.0,C (all),Pave,,AllPub
528142050,319500.0,2100.0,82.0,1Fam,3,3.0,RL,Pave,,AllPub
906402070,277000.0,2062.0,,1Fam,3,3.0,RL,Pave,,AllPub
916402215,180000.0,1256.0,93.0,1Fam,3,2.0,RL,Pave,,AllPub
527425110,130000.0,864.0,60.0,1Fam,3,1.0,RL,Pave,,AllPub
914474020,209000.0,1491.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
906380120,203000.0,1274.0,68.0,1Fam,3,3.0,RL,Pave,,AllPub
528108040,398800.0,2690.0,95.0,1Fam,3,3.0,RL,Pave,,AllPub
535153150,163000.0,1261.0,76.0,1Fam,3,2.0,RL,Pave,,AllPub
906392080,175900.0,1270.0,64.0,1Fam,2,2.0,RL,Pave,,AllPub
527164120,194500.0,1895.0,,1Fam,3,2.0,RL,Pave,,AllPub
908275090,112000.0,1346.0,70.0,1Fam,2,1.0,RL,Pave,,AllPub
908276150,112000.0,960.0,,1Fam,3,1.0,RL,Pave,,AllPub
907275090,203000.0,1504.0,73.0,1Fam,3,3.0,RL,Pave,,AllPub
923202137,146000.0,1092.0,77.0,1Fam,2,1.0,RL,Pave,,AllPub
533241030,239000.0,1950.0,66.0,1Fam,3,2.0,FV,Pave,Pave,AllPub
916455150,282000.0,1922.0,80.0,1Fam,2,3.0,RL,Pave,,AllPub
528120160,274900.0,1713.0,76.0,1Fam,3,3.0,RL,Pave,,AllPub
535354050,135000.0,893.0,60.0,1Fam,2,1.0,RL,Pave,,AllPub
531384070,191750.0,1820.0,,1Fam,3,2.0,RL,Pave,,AllPub
908102270,167000.0,1486.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
534453140,87000.0,906.0,50.0,1Fam,2,1.0,RL,Pave,,AllPub
527107020,170000.0,1671.0,,1Fam,3,2.0,RL,Pave,,AllPub
903453050,136000.0,1536.0,60.0,1Fam,4,1.0,RM,Pave,,AllPub
531375110,159000.0,1114.0,66.0,1Fam,3,2.0,RL,Pave,,AllPub
909282060,199500.0,1609.0,70.0,1Fam,3,1.0,RL,Pave,,AllPub
908275290,125000.0,1482.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
903235010,128000.0,1362.0,60.0,1Fam,3,2.0,RM,Pave,,AllPub
914476010,171500.0,1279.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
923426070,136000.0,1274.0,63.0,1Fam,3,1.0,RL,Pave,,AllPub
909276200,160000.0,1308.0,130.0,1Fam,2,2.0,RL,Pave,,AllPub
532479120,171000.0,1701.0,,1Fam,3,3.0,RL,Pave,,AllPub
905101330,90000.0,1296.0,72.0,Duplex,2,2.0,RL,Pave,,AllPub
527105140,225000.0,1733.0,,1Fam,3,2.0,RL,Pave,,AllPub
528186010,286500.0,1712.0,129.0,1Fam,3,3.0,RL,Pave,,AllPub
908225170,91900.0,784.0,56.0,2fmCon,2,2.0,RL,Pave,,AllPub
531371070,188000.0,1696.0,68.0,1Fam,3,3.0,RL,Pave,,AllPub
923225200,129500.0,1475.0,41.0,TwnhsE,4,2.0,RM,Pave,,AllPub
528138060,214000.0,1535.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
535382130,170000.0,1466.0,60.0,1Fam,3,2.0,RL,Pave,Grvl,AllPub
532353030,144000.0,1211.0,,1Fam,2,1.0,RL,Pave,,AllPub
910205130,152000.0,1558.0,75.0,1Fam,4,1.0,RM,Pave,,AllPub
902301140,98000.0,1344.0,34.0,1Fam,4,1.0,RM,Pave,Grvl,AllPub
903232100,131750.0,1426.0,52.0,1Fam,3,1.0,RM,Pave,,AllPub
914465020,251000.0,2052.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
528120110,275500.0,2098.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
527355060,188900.0,1857.0,81.0,1Fam,4,2.0,RL,Pave,,AllPub
528168030,290000.0,2400.0,96.0,1Fam,4,3.0,RL,Pave,,AllPub
528188160,200000.0,1405.0,48.0,TwnhsE,2,3.0,RL,Pave,,AllPub
533250130,270000.0,1494.0,30.0,TwnhsE,2,2.0,RL,Pave,,AllPub
528280230,244000.0,2054.0,,1Fam,3,3.0,RL,Pave,,AllPub
528290170,187000.0,1690.0,58.0,1Fam,3,3.0,RL,Pave,,AllPub
528228375,226500.0,1589.0,,TwnhsE,2,3.0,RL,Pave,,AllPub
533350090,150000.0,2944.0,,1Fam,3,2.0,RL,Pave,,AllPub
909129100,159434.0,1520.0,55.0,1Fam,3,1.0,RH,Pave,Pave,AllPub
908102110,155891.0,992.0,68.0,1Fam,3,1.0,RL,Pave,,AllPub
528315030,348000.0,2392.0,82.0,1Fam,3,3.0,RL,Pave,,AllPub
533251120,162500.0,1232.0,,1Fam,3,2.0,RL,Pave,,AllPub
916226030,241500.0,1501.0,42.0,TwnhsE,2,3.0,RL,Pave,,AllPub
907196040,235000.0,1823.0,75.0,1Fam,3,3.0,RL,Pave,,AllPub
909178160,139500.0,1489.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
535177110,174850.0,1721.0,80.0,1Fam,4,1.0,RL,Pave,,AllPub
535104020,163000.0,1362.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
528458020,225000.0,1436.0,90.0,1Fam,3,2.0,FV,Pave,,AllPub
533208070,164700.0,1250.0,35.0,TwnhsE,2,2.0,FV,Pave,Pave,AllPub
902202090,140000.0,1499.0,75.0,1Fam,3,1.0,RM,Pave,,AllPub
909101330,35000.0,498.0,60.0,1Fam,1,1.0,RL,Pave,Grvl,AllPub
910206010,68104.0,845.0,64.0,1Fam,1,1.0,RM,Pave,,AllPub
533212100,151000.0,1200.0,30.0,TwnhsE,2,2.0,FV,Pave,Pave,AllPub
528172150,279000.0,1914.0,,1Fam,3,3.0,RL,Pave,,AllPub
527182170,207500.0,2090.0,,TwnhsE,3,3.0,RL,Pave,,AllPub
906412050,395039.0,1766.0,91.0,1Fam,3,3.0,RL,Pave,,AllPub
909426080,215000.0,2177.0,78.0,Duplex,5,2.0,RL,Pave,,AllPub
534226120,117500.0,925.0,70.0,1Fam,2,1.0,RL,Pave,,AllPub
902205070,46500.0,407.0,62.0,1Fam,1,1.0,RM,Pave,,AllPub
531450170,187000.0,1710.0,76.0,1Fam,3,2.0,RL,Pave,,AllPub
923400110,130000.0,1287.0,62.0,1Fam,3,1.0,RL,Pave,,AllPub
923226250,76000.0,1092.0,21.0,Twnhs,3,1.0,RM,Pave,,AllPub
528429110,282922.0,1464.0,49.0,1Fam,3,3.0,RL,Pave,,AllPub
908225180,97900.0,936.0,56.0,1Fam,3,1.0,RL,Pave,,AllPub
909425120,230000.0,1811.0,90.0,1Fam,2,1.0,RL,Pave,,AllPub
528431080,227680.0,1428.0,91.0,1Fam,3,2.0,RL,Pave,,AllPub
907254050,214000.0,1755.0,45.0,1Fam,3,3.0,RL,Pave,,AllPub
527450080,125500.0,1365.0,24.0,TwnhsE,3,1.0,RM,Pave,,AllPub
904101110,173000.0,1675.0,100.0,1Fam,3,2.0,RL,Pave,,AllPub
910200060,145400.0,1285.0,50.0,1Fam,3,1.0,RM,Pave,,AllPub
535350040,129000.0,936.0,74.0,1Fam,2,2.0,RL,Pave,,AllPub
908250030,82000.0,944.0,74.0,1Fam,2,1.0,RL,Pave,,AllPub
905107310,149900.0,1034.0,,1Fam,3,1.0,RL,Pave,,AllPub
910203100,72000.0,672.0,61.0,1Fam,2,1.0,RM,Pave,,AllPub
526353030,244000.0,2110.0,93.0,1Fam,3,3.0,RL,Pave,,AllPub
905477050,107500.0,1347.0,70.0,2fmCon,3,2.0,RL,Pave,,AllPub
528186030,274000.0,1518.0,62.0,TwnhsE,1,1.0,RL,Pave,,AllPub
907290160,133000.0,848.0,37.0,TwnhsE,1,2.0,RM,Pave,,AllPub
531451110,143000.0,923.0,50.0,TwnhsE,2,2.0,RL,Pave,,AllPub
528235090,200000.0,2267.0,,1Fam,4,2.0,RL,Pave,,AllPub
534477270,165500.0,1661.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
528482020,256000.0,1660.0,85.0,1Fam,3,2.0,FV,Pave,,AllPub
535179120,116000.0,922.0,72.0,1Fam,2,2.0,RL,Pave,,AllPub
903400220,214500.0,2134.0,,1Fam,5,2.0,RL,Pave,Pave,AllPub
528490080,207500.0,1728.0,64.0,1Fam,3,2.0,FV,Pave,,AllPub
907227290,133000.0,768.0,70.0,1Fam,2,2.0,RL,Pave,,AllPub
914476500,171000.0,1959.0,82.0,Duplex,5,3.0,RL,Pave,,AllPub
533208090,190000.0,1680.0,39.0,TwnhsE,2,2.0,FV,Pave,Pave,AllPub
528480160,205950.0,1665.0,65.0,1Fam,3,2.0,FV,Pave,,AllPub
527451290,85400.0,987.0,21.0,Twnhs,2,1.0,RM,Pave,,AllPub
528439030,232000.0,1616.0,73.0,1Fam,3,2.0,RL,Pave,,AllPub
528172070,232698.0,1721.0,71.0,1Fam,3,3.0,RL,Pave,,AllPub
905102170,129500.0,1040.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
527326040,82500.0,1411.0,85.0,1Fam,3,2.0,RL,Pave,,AllPub
916460110,170000.0,2014.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
909475040,315000.0,2365.0,,1Fam,3,3.0,RL,Pave,,AllPub
906426060,277000.0,2144.0,,1Fam,4,2.0,RL,Pave,,AllPub
535456050,130000.0,1800.0,113.0,Duplex,6,2.0,RL,Pave,,AllPub
535453100,138000.0,1183.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
902301150,114000.0,1017.0,69.0,1Fam,2,1.0,RM,Pave,Grvl,AllPub
905325020,143000.0,1473.0,65.0,1Fam,1,3.0,RL,Pave,,AllPub
907262020,200000.0,1729.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
535152250,145000.0,1314.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
528118050,500067.0,2290.0,59.0,1Fam,2,4.0,RL,Pave,,AllPub
532378070,137000.0,935.0,,1Fam,3,2.0,RL,Pave,,AllPub
527451320,112000.0,1302.0,21.0,Twnhs,3,2.0,RM,Pave,,AllPub
906420130,228000.0,2097.0,59.0,1Fam,3,2.0,RL,Pave,,AllPub
906223210,239500.0,2020.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
903228080,131000.0,1218.0,60.0,1Fam,3,1.0,RM,Pave,,AllPub
908103090,110000.0,1088.0,67.0,1Fam,2,1.0,RL,Pave,,AllPub
534450110,64500.0,666.0,50.0,1Fam,2,1.0,RL,Pave,,AllPub
528365080,287500.0,2197.0,91.0,1Fam,4,3.0,RL,Pave,,AllPub
916252170,230000.0,1295.0,,TwnhsE,2,2.0,RM,Pave,,AllPub
902109010,110000.0,813.0,70.0,1Fam,2,1.0,RM,Pave,,AllPub
907200130,131000.0,894.0,97.0,1Fam,3,1.0,RL,Pave,,AllPub
527403360,123000.0,864.0,63.0,1Fam,3,2.0,RL,Pave,,AllPub
905201020,144900.0,960.0,94.0,1Fam,3,2.0,RL,Pave,,AllPub
904351240,63000.0,1112.0,60.0,1Fam,4,3.0,RL,Pave,,AllPub
531453040,171000.0,1564.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
528170040,437154.0,2728.0,56.0,1Fam,4,3.0,RL,Pave,,AllPub
909428120,217000.0,2259.0,,1Fam,3,3.0,RL,Pave,,AllPub
535106190,154300.0,2274.0,80.0,Duplex,5,2.0,RL,Pave,,AllPub
914467050,213000.0,1820.0,,1Fam,3,2.0,RL,Pave,,AllPub
914460110,245000.0,1409.0,44.0,1Fam,1,2.0,RL,Pave,,AllPub
528427010,235128.0,1580.0,92.0,1Fam,3,2.0,RL,Pave,,AllPub
535377100,86900.0,720.0,60.0,1Fam,1,1.0,RL,Pave,,AllPub
903233100,149000.0,1576.0,52.0,1Fam,3,1.0,RM,Pave,,AllPub
534403370,158000.0,1445.0,,1Fam,3,1.0,RL,Pave,,AllPub
905108170,152000.0,1126.0,,1Fam,2,2.0,RL,Pave,,AllPub
528218130,179665.0,1496.0,58.0,1Fam,3,3.0,RL,Pave,,AllPub
903232090,162900.0,1573.0,52.0,1Fam,3,2.0,RM,Pave,,AllPub
535175180,108538.0,1206.0,87.0,1Fam,3,1.0,RL,Pave,,AllPub
528477050,310000.0,2007.0,85.0,1Fam,3,3.0,FV,Pave,,AllPub
531453140,144000.0,884.0,,1Fam,2,2.0,RL,Pave,,AllPub
528429050,232000.0,1574.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
527163130,181316.0,1516.0,,1Fam,3,3.0,RL,Pave,,AllPub
531382090,182000.0,1609.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
535301170,153000.0,1297.0,74.0,1Fam,3,1.0,RL,Pave,,AllPub
535477020,155000.0,1839.0,70.0,1Fam,4,1.0,RL,Pave,,AllPub
907420050,167840.0,1330.0,64.0,1Fam,3,2.0,RL,Pave,,AllPub
